Time to sort for plates: 105 ms.
Time to sort for names: 28799 ms.
Total time: 28904 ms.

License Plate       ID                  Last Name           First Name          Middle Name         ID                  
A901WJ              7797                Zbworpysvrdy        Frgko               Agqfhnbijrrueww     5000                
A905MY              5515                Zbsqwj              Pjqjwivyxbdz        Mhbqaayof           9322                
A913HY              3111                Zbsoncwplbvtkp      Gephfqvsoriskn      Ggi                 5400                
A915HU              7769                Zbqpi               Ywjgsmfmhy          Lmw                 1636                
A916VH              4496                Zbpurjcdsm          Maxn                Cuewaxwgir          9608                
A918NN              5849                Zbptxz              Ihkdorjlgf          Jtud                7154                
A919IZ              2754                Zbprieyziekplv      Hbjnxfoudz          Blfpatftgkvnk       3474                
A920IC              4956                Zbjnforplncdag      Sycocdvjgv          Celcsvfbdlnlrq      1099                
A921BI              9471                Zbjhcq              Oqhqxxwumw          Btnzjhfjf           2359                
A921SZ              8081                Zbjesanh            Odjs                Ijkkwmcbwrrsdvd     299                 
A921XG              2586                Zbgf                Offvkyniryb         Rasb                4176                
A926MI              3254                Zbfbewuelaxcy       Nnzcyiembdeal       Kdyqwyw             3057                
A927HN              492                 Zaxbywzs            Yuqjeuzhdohzvi      Tidpsbo             1187                
A928FN              4548                Zaumlt              Tgutn               Msewyqrdncjewjy     2586                
A929UX              1704                Zaszysxb            Xszzksmbziuzn       Mnczjiqc            2290                
A930TJ              6377                Zasbny              Oxtzvx              Zip                 2151                
A931PX              6388                Zanywbsv            Jbzhusqbguo         Lzpgvzqtwfwjxjc     5556                
A931WL              1656                Zam                 Vxcfwdodpuivl       Tkjqmloh            4251                
A932UQ              3065                Zalptccdehxpoa      Iaaylxpaqwwsgo      Nqnegabhiczmk       8373                
A933CB              6204                Zaintno             Zgyolygc            Bhkse               6651                
A933PR              4292                Zahnht              Fbpvhoauozwdhe      Ghanmugeq           4762                
A939MV              6343                Zaelbr              Vodkc               Yol                 2653                
A940SB              4638                Zaeeqlaejthusg      Iguetxvq            Mpjceij             590                 
A943LJ              2613                Yzzorjlrh           Idd                 Iofs                6584                
